"file name,","file size,","number of words,","% positive,","% negative,","% uncertainty,","% litigious,","% modal-weak,","% modal moderate,","% modal strong,","% constraining,","# of alphanumeric,","# of digits,","# of numbers,","avg # of syllables per word,","average word length,",vocabulary
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000950152-04-007008.txt,54978,1981,1.0600706713780919,1.2115093387178193,0.7067137809187279,0.6057546693589096,0.1514386673397274,0.20191822311963653,0.05047955577990913,0.4543160020191822,25734,4078,0,1.862190812720848,5.56082786471479,624
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001157523-04-008578.txt,22003,1507,0.7299270072992701,0.53085600530856,0.8626410086264101,0.5972130059721301,0.13271400132714,0.06635700066357,0.26542800265428,0.33178500331785005,10536,1737,0,1.816191108161911,5.518911745189118,493
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001193125-04-145620.txt,37488,1696,0.5306603773584906,2.5943396226415096,0.8254716981132075,0.41273584905660377,0.294811320754717,0.1179245283018868,0.4716981132075472,0.6485849056603774,17655,2668,0,1.8148584905660377,5.423938679245283,484
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000946275-04-000853.txt,14048,850,0.7058823529411765,1.1764705882352942,0.4705882352941176,0.7058823529411765,0.35294117647058826,0.1176470588235294,0.0,0.5882352941176471,6510,967,0,1.8247058823529412,5.487058823529412,298
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000950134-04-013126.txt,166323,3009,0.5317381189764041,2.6254569624459956,0.8308408109006314,0.5649717514124294,0.13293452974410103,0.13293452974410103,0.7311399135925557,0.09970089730807577,73646,17998,0,1.8155533399800599,5.34164174144234,705
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001157523-04-008372.txt,13817,1005,1.2935323383084576,0.5970149253731344,1.1940298507462688,0.7960199004975124,0.1990049751243781,0.1990049751243781,0.5970149253731344,0.4975124378109453,7629,818,0,1.8835820895522388,5.535323383084577,382
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000806085-04-000165.txt,52599,3000,0.6,0.46666666666666673,1.9666666666666666,0.46666666666666673,0.13333333333333333,0.06666666666666667,0.2,0.4,21110,2989,0,1.99,5.8053333333333335,636
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001096906-04-000378.txt,17647,1510,0.5298013245033113,1.9205298013245033,2.7152317880794703,0.6622516556291391,0.13245033112582782,0.1986754966887417,0.26490066225165565,0.1986754966887417,10617,1129,0,1.7503311258278145,5.279470198675496,427
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000910680-04-001035.txt,10597,685,0.7299270072992701,0.291970802919708,0.7299270072992701,2.18978102189781,0.145985401459854,0.0,0.0,0.291970802919708,5562,671,0,1.8905109489051095,5.624817518248175,260
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000950134-04-012666.txt,9400,556,0.7194244604316548,0.1798561151079137,0.7194244604316548,1.2589928057553956,0.3597122302158274,0.0,0.0,0.1798561151079137,5316,666,0,1.7985611510791366,5.363309352517986,218
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001076542-04-000219.txt,17056,1641,0.6093845216331505,0.8531383302864107,1.218769043266301,0.6703229737964655,0.1218769043266301,0.30469226081657524,0.42656916514320536,0.18281535648994515,11617,629,0,1.7775746496039,5.405240706886045,561
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001108017-04-000545.txt,8612,632,0.949367088607595,1.4240506329113924,1.1075949367088607,1.740506329113924,0.15822784810126583,0.7911392405063291,0.31645569620253167,0.31645569620253167,5584,577,0,1.764240506329114,5.57120253164557,257
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001193125-04-145844.txt,12116,648,1.0802469135802468,1.3888888888888888,0.0,0.7716049382716049,0.0,0.0,0.0,0.30864197530864196,6136,975,0,1.8194444444444444,5.598765432098766,240
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001193125-04-150736.txt,38925,1381,1.5930485155684286,0.2172338884866039,0.5068790731354091,0.5792903692976104,0.1448225923244026,0.0,0.724112961622013,0.2172338884866039,16883,2912,0,1.7827661115133961,5.472121650977552,499
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001076405-04-000085.txt,8039,579,1.0362694300518136,0.3454231433506045,0.3454231433506045,1.381692573402418,0.17271157167530224,0.17271157167530224,0.0,0.5181347150259068,4635,461,0,1.8100172711571676,5.545768566493955,252
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001104659-04-027482.txt,20326,1513,0.2643754130865829,1.9167217448777263,1.784534038334435,0.9253139458030404,0.9253139458030404,0.3304692663582287,0.13218770654329146,0.5948446794448117,13024,1214,0,1.8883013879709187,5.563780568407138,419
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000891092-04-004419.txt,11924,870,0.45977011494252873,0.22988505747126436,0.3448275862068966,0.5747126436781609,0.11494252873563218,0.3448275862068966,0.6896551724137931,0.3448275862068966,6660,901,0,1.7528735632183907,5.297701149425287,331
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001047469-04-027903.txt,19915,998,0.4008016032064128,0.8016032064128256,1.7034068136272544,1.2024048096192386,0.7014028056112225,0.0,0.501002004008016,0.4008016032064128,10949,1859,0,1.8016032064128256,5.410821643286573,347
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001193125-04-156274.txt,5575834,25754,0.19414459889725869,0.21355905878698453,0.291216898345888,0.13590121922808107,0.10483808340451968,0.019414459889725868,0.03494602780150656,0.038828919779451736,2282965,654902,0,1.1072454764308457,2.4954570163858043,1433
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000950117-04-003367.txt,55453,2100,1.380952380952381,0.9047619047619048,1.1428571428571428,1.2857142857142856,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.33333333333333337,25243,4711,0,1.9433333333333334,5.7838095238095235,607
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000277924-04-000014.txt,14652,978,0.6134969325153374,0.5112474437627812,0.81799591002045,0.6134969325153374,0.3067484662576687,0.0,0.10224948875255625,0.408997955010225,7244,1213,0,1.7822085889570551,5.451942740286299,350
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000896595-04-000263.txt,99138,1424,1.3342696629213482,0.21067415730337077,0.7022471910112359,0.42134831460674155,0.1404494382022472,0.0702247191011236,0.21067415730337077,0.21067415730337077,42214,11811,0,1.7521067415730338,5.218398876404494,559
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000950129-04-006370.txt,1931067,9187,0.5986720365734189,0.9143354740394035,0.46805268313921844,0.4789376292587352,0.05442473059758355,0.1197344073146838,0.25035376074888427,0.17415913791226734,797203,272164,0,1.4350712963970829,3.895613366713835,1317
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001193125-04-145818.txt,18524,817,0.9791921664626682,0.7343941248470013,1.101591187270502,1.101591187270502,0.24479804161566704,0.12239902080783352,0.0,0.24479804161566704,8587,1338,0,1.810281517747858,5.4749082007343945,319
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000950134-04-012714.txt,88297,2728,0.6598240469208211,1.1730205278592376,0.8431085043988269,0.4032258064516129,0.07331378299120235,0.036656891495601175,0.07331378299120235,0.21994134897360706,36722,5724,0,1.8548387096774193,5.475073313782991,613
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001193125-04-160208.txt,38399,1491,0.8048289738430584,1.676727028839705,0.670690811535882,0.4024144869215292,0.1341381623071764,0.0,0.335345405767941,0.1341381623071764,16764,2497,0,1.8195841716968477,5.481556002682764,498
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001193125-04-155325.txt,94660,4414,2.1295876755777075,0.7476212052560036,0.8835523334843678,0.09062075215224287,0.40779338468509285,0.5437245129134572,0.5437245129134572,0.20389669234254643,42574,6233,0,1.6939284096057998,5.0996828273674675,1115
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0001104659-04-027599.txt,132860,9027,1.1742550127395592,1.0967098703888334,0.8529965658579817,0.17724603965880137,0.3101805694029024,0.5871275063697796,0.3101805694029024,0.11077877478675087,75523,5197,0,1.605073667885233,4.853328902182342,1437
/home/traugerjacob/researchNCSABrunner/LM/2004QTR3/textOnly/0000932384-04-000341.txt,13281,685,0.7299270072992701,1.0218978102189782,0.0,1.0218978102189782,0.0,0.0,0.145985401459854,0.291970802919708,5540,1134,0,1.8846715328467154,5.624817518248175,279
